beer_name,beer_style,brewery_name,review_overall,review_aroma,review_palate,review_taste,average_review
Osterbier,Maibock / Helles Bock,Brauerei Gasthof Hotel Post,4.0,3.0,4.0,3.5,3.625
Mike Duggan #55 English Ale,English Strong Ale,Duggan's Brewery,3.5,3.5,4.0,3.5,3.625
Dark Side Of The Moon Stout,Foreign / Export Stout,Brew Moon Brewing Co.,3.5,3.5,3.5,4.0,3.625
Highlander Märzen,Märzen / Oktoberfest,The Highlander,3.5,4.0,3.5,3.5,3.625
Amarillo,Irish Red Ale,BrewPub København,3.5,3.5,3.5,4.0,3.625
Doonesbury Pale Ale,American Pale Ale (APA),BrewPub København,3.5,4.0,3.5,3.5,3.625
Starobrno Black Drak,Euro Dark Lager,"Pivovar Starbrno, A.S.",4.0,3.5,4.0,3.0,3.625
Authentique 621,Belgian Dark Ale,Brasserie Authentique,3.5,3.5,4.0,3.5,3.625
Big Horn Premium Pilsner,Czech Pilsener,Ram International / Humperdinks Restaurant and Big Horn Brewing,4.0,3.5,3.5,3.5,3.625
Giengener Höhlen Bärle,Munich Dunkel Lager,Schlüsselbräu Privatbrauerei Helmut Bosch und Schlüsselkeller,3.5,3.5,3.5,4.0,3.625
House Brand IPA,American IPA,Big River Grille & Brewing Works,3.5,4.0,3.5,3.5,3.625
I.B.U.D. 59,English India Pale Ale (IPA),Sprague Farm & Brew Works,3.5,3.5,4.0,3.5,3.625
Dry The Rain Pale Ale,American Pale Ale (APA),Bull & Bush Pub & Brewery,4.0,3.0,4.0,3.5,3.625
Big Ben Brown Ale,English Brown Ale,Bull & Bush Pub & Brewery,3.5,3.5,3.5,4.0,3.625
Hail Brau,Hefeweizen,Bull & Bush Pub & Brewery,4.5,3.5,3.0,3.5,3.625
Sunshine Wit,Witbier,Erie Brewing Co.,4.0,3.5,3.0,4.0,3.625
Le Vieux Couvent,Witbier,À l’abri de la Tempête,3.5,3.5,4.0,3.5,3.625
Asahi Black (Kuronama),English Stout,Asahi Breweries Ltd,4.0,3.5,3.0,4.0,3.625
Terre Ferme,American IPA,À l’abri de la Tempête,3.0,4.0,4.0,3.5,3.625
Balmy Mild,English Dark Mild Ale,Cropton Brewery,4.0,3.5,3.5,3.5,3.625
"5,0 Original",German Pilsener,Feldschloesschen AG,3.5,4.0,3.0,4.0,3.625
Sour Cherry Tripel,American Wild Ale,Big Rock Chop & Brewhouse,3.5,3.5,3.0,4.5,3.625
Donder,Belgian Strong Dark Ale,De 7de Hemel,3.5,3.5,3.5,4.0,3.625
Hopla,Belgian IPA,De 7de Hemel,3.5,3.5,4.0,3.5,3.625
Golden Fleece Maibock,Maibock / Helles Bock,Erie Brewing Co.,3.5,4.0,3.5,3.5,3.625
Happy Hop Pilsner,German Pilsener,Bull & Bush Pub & Brewery,4.0,3.0,3.5,4.0,3.625
French Farmhouse Winter Ale,Bière de Garde,Avalon Brewing,4.0,3.5,3.5,3.5,3.625
Blueberry Hefe,Fruit / Vegetable Beer,Avalon Brewing,3.5,3.5,3.5,4.0,3.625
La Rochefortoise Ambree,Belgian Pale Ale,Brasserie Caulier,3.5,3.5,3.5,4.0,3.625
Caulier Brune,Belgian Dark Ale,Brasserie Caulier,4.0,4.0,3.5,3.0,3.625
Extra White (Blanche De Sources),Witbier,Brasserie Caulier,4.0,3.5,3.5,3.5,3.625
Jerome Cervenza Nochebuena Ale,Belgian Dark Ale,Cerveza Jerome,4.0,3.0,4.0,3.5,3.625
Mike Duggan #08 London Porter,English Porter,Duggan's Brewery,3.5,3.5,4.0,3.5,3.625
Hairoun,American Adjunct Lager,St. Vincent Brewary LTD.,4.0,3.5,3.5,3.5,3.625
Dempsey's Sonoma Mountain Wheat,American Pale Wheat Ale,Dempsey's Restaurant And Brewery,3.5,4.0,3.0,4.0,3.625
Tverskoye Svetloye,Euro Pale Lager,Afanasy Pivo (Brau Service),4.0,3.5,3.0,4.0,3.625
German Chocolate Stout,American Stout,John Harvard's Brewery & Ale House,4.0,3.0,3.5,4.0,3.625
Diablito,Belgian Pale Ale,Hopworks Urban Brewery,3.5,4.0,3.5,3.5,3.625
Manchester Mild,English Pale Mild Ale,John Harvard's Brewery & Ale House,3.5,4.0,3.5,3.5,3.625
Abbey Dubbel,Dubbel,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
"""Nein Toll Bier"" German Alt",Altbier,John Harvard's Brewery & Ale House,4.0,4.0,3.5,3.0,3.625
Espresso Cream Stout,Milk / Sweet Stout,John Harvard's Brewery & Ale House,4.0,3.0,4.0,3.5,3.625
Dutch Lager,American Adjunct Lager,John Harvard's Brewery & Ale House,4.0,3.5,4.0,3.0,3.625
John Harvard's Spring Maibock,Maibock / Helles Bock,John Harvard's Brewery & Ale House,3.5,4.0,3.5,3.5,3.625
Olympic IPA,American IPA,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Sweetwater ESB,Extra Special / Strong Bitter (ESB),SweetWater Brewing Company,3.5,4.0,3.5,3.5,3.625
Dundee Porter,American Porter,Genesee Brewing Co. / Dundee Brewing Co.,3.5,3.5,4.0,3.5,3.625
Bard's Best Bitter,English Bitter,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Dundee Festive Ale,Winter Warmer,Genesee Brewing Co. / Dundee Brewing Co.,4.0,3.5,3.5,3.5,3.625
Midnight Oil,American Double / Imperial Stout,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Sweetwater 420 Extra Pale Ale,American Pale Ale (APA),SweetWater Brewing Company,4.0,3.5,3.5,3.5,3.625
Dundee Irish Red Lager,American Amber / Red Lager,Genesee Brewing Co. / Dundee Brewing Co.,3.5,3.0,4.0,4.0,3.625
Bavarian Sun,Altbier,John Harvard's Brewery & Ale House,3.5,4.0,3.0,4.0,3.625
Dundee Pilsner,German Pilsener,Genesee Brewing Co. / Dundee Brewing Co.,3.5,3.5,4.0,3.5,3.625
The Anti-Spice,American Amber / Red Ale,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Half-Way Stout,Irish Dry Stout,John Harvard's Brewery & Ale House,4.5,3.5,3.0,3.5,3.625
Penguin Pils,Czech Pilsener,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Bleu,Belgian Pale Ale,John Harvard's Brewery & Ale House,3.5,3.5,3.5,4.0,3.625
Harvest Spice Ale,Herbed / Spiced Beer,John Harvard's Brewery & Ale House,4.0,3.5,3.5,3.5,3.625
Yule,Winter Warmer,Hopfenstark,3.5,4.0,3.0,4.0,3.625
McGarvey's Scottish Ale,Scottish Ale,Oggi's Pizza & Brewing Co.,3.5,3.5,4.0,3.5,3.625
Hacker-Pschorr Münchner Dunkel,Munich Dunkel Lager,Hacker-Pschorr Bräu GmbH,4.0,3.0,3.5,4.0,3.625
78 Steam,California Common / Steam Beer,Hopworks Urban Brewery,4.0,3.0,4.0,3.5,3.625
Sasquatch Strong Ale,American Strong Ale,Hopworks Urban Brewery,3.5,4.0,3.5,3.5,3.625
Bourbon Barrel Aged 300,American Strong Ale,Hopworks Urban Brewery,4.0,3.0,4.0,3.5,3.625
Xocolatl,English Porter,Paddock Wood Brewing Co.,3.5,4.0,3.5,3.5,3.625
Winter Ale 2010,Dubbel,Paddock Wood Brewing Co.,3.5,3.5,4.0,3.5,3.625
Organic Ur Pils,German Pilsener,Brauerei Pinkus Mueller,4.0,3.0,4.0,3.5,3.625
Alyssa's Attitude,English Brown Ale,Oggi's Pizza & Brewing Co.,3.5,3.5,3.5,4.0,3.625
Gunslinger IPA,American IPA,Big Rapids Brewing Co.,3.5,3.5,4.0,3.5,3.625
Captain Swing,American Barleywine,Hopfenstark,4.0,4.0,3.0,3.5,3.625
Bomb's Away,American IPA,Oggi's Pizza & Brewing Co.,4.0,3.5,3.5,3.5,3.625
Klosterbräu Urhell,Munich Helles Lager,Nordbräu Ingolstadt GmbH & Co.,3.5,3.5,4.0,3.5,3.625
Dundee Kolsch Style Ale,Kölsch,Genesee Brewing Co. / Dundee Brewing Co.,4.0,3.0,3.5,4.0,3.625
Gordon Finest Silver,Belgian Strong Pale Ale,John Martin's (John Martin SA),3.5,4.0,3.5,3.5,3.625
Ebeneezer's Ale,Herbed / Spiced Beer,Porterhouse Restaurant & Brew Pub,3.0,4.0,3.5,4.0,3.625
McHenery's Irish Stout,Irish Dry Stout,Porterhouse Restaurant & Brew Pub,4.0,3.5,3.0,4.0,3.625
Berlin Alexanderplatz,Berliner Weissbier,Hopfenstark,3.5,3.5,4.0,3.5,3.625
Post Coloniale,American IPA,Hopfenstark,3.5,3.5,4.0,3.5,3.625
Red Rocket Ale,American Pale Ale (APA),Bristol Brewing Company,4.0,3.5,3.5,3.5,3.625
Black Fox Siempre Loco Saison,Saison / Farmhouse Ale,Bristol Brewing Company,3.5,3.5,4.0,3.5,3.625
Harveys Knots Of May,English Pale Mild Ale,Harvey & Son Ltd.,3.5,3.5,4.0,3.5,3.625
Waase Wolfbier,Belgian Dark Ale,Huisbrouwerij Boelens,3.5,4.0,3.5,3.5,3.625
Original Munchner Hochzeitsbier Von 1810,Keller Bier / Zwickel Bier,Brauerei Hofstetten Krammer GmbH & Co. KG,3.5,3.5,4.0,3.5,3.625
Shaughnessy Stout,American Stout,Brewsters Brewing Company & Restaurant - Oliver Square,3.5,4.0,3.0,4.0,3.625
Hammerhead Red Ale,American Amber / Red Ale,Brewsters Brewing Company & Restaurant - Oliver Square,4.0,3.5,3.5,3.5,3.625
Chai Red Ale,Fruit / Vegetable Beer,Brewsters Brewing Company & Restaurant - Oliver Square,4.0,3.5,3.5,3.5,3.625
Flying Frog Lager,American Adjunct Lager,Brewsters Brewing Company & Restaurant - Oliver Square,3.5,3.5,4.0,3.5,3.625
Kubelbier,Keller Bier / Zwickel Bier,Brauerei Hofstetten Krammer GmbH & Co. KG,3.5,3.5,4.0,3.5,3.625
Chacra Bock,Bock,Glenwood Canyon Brewing / Canyon Brew Pub,4.0,3.0,3.5,4.0,3.625
Scallywag Extra Pale Ale,American Pale Ale (APA),Skull Coast Brewing Company,3.5,3.5,4.0,3.5,3.625
Barleywine Ale,English Barleywine,Brauerei Hofstetten Krammer GmbH & Co. KG,3.5,4.0,3.5,3.5,3.625
Canardou Bière De Noël,Bière de Garde,Brasserie Du Canardou,3.5,3.5,3.5,4.0,3.625
A L'Aven,Herbed / Spiced Beer,Brasserie Du Canardou,4.0,3.0,3.5,4.0,3.625
Werner Pilsener Premium,German Pilsener,Werner Bräu GmbH,4.0,3.0,4.0,3.5,3.625
Xingu Black Beer,Schwarzbier,Cervejaria Sul Brasileira,3.5,3.5,4.0,3.5,3.625
Rampage Imperial IPA,American Double / Imperial IPA,Black Diamond Brewing Co.,3.5,3.0,4.0,4.0,3.625
Kilkenny Irish Cream Ale,Irish Red Ale,Smithwick's Brewery / Irish Ale Breweries Ltd,4.0,3.5,3.5,3.5,3.625
Criterium Ale - ESB,Extra Special / Strong Bitter (ESB),Cigar City Brewing,4.0,3.5,3.5,3.5,3.625
Black Whole,American Porter,Cigar City Brewing,3.5,3.5,4.0,3.5,3.625
Monsieur Zhukov’s Biere De Stout,Belgian Strong Dark Ale,Cigar City Brewing,3.5,3.5,4.0,3.5,3.625
Rock Art IPA,American IPA,Rock Art Brewery,4.0,3.5,3.5,3.5,3.625
Bighorn Bitter,English Bitter,Brewsters Brewing Company & Restaurant - Oliver Square,4.0,3.5,3.5,3.5,3.625
River City Raspberry Ale,Fruit / Vegetable Beer,Brewsters Brewing Company & Restaurant - Oliver Square,3.5,4.0,3.5,3.5,3.625
Stoney's Trippel 'S',American Blonde Ale,Naylor's Brewery,3.5,3.5,4.0,3.5,3.625
Bitter Creek Coal Porter,American Porter,Bitter Creek Brewing Company,3.5,4.0,3.5,3.5,3.625
QuarterBock Beer,Bock,Trailhead Brewing Company,3.5,4.0,3.0,4.0,3.625
Pennine Gold,English Bitter,Bridestones Brewing Company Limited,4.0,3.0,4.0,3.5,3.625
White Nile,Saison / Farmhouse Ale,"Kizakura Sake Brewing Co., Ltd.",3.5,3.5,4.0,3.5,3.625
Irish Amber,Irish Red Ale,Carlyle Brewing Company,4.0,3.5,3.5,3.5,3.625
Erstes Dunkel,Munich Dunkel Lager,Chastnaya Pivovarnya Erstes,4.0,3.5,3.0,4.0,3.625
Dunkel Bock,Bock,Carlyle Brewing Company,3.5,4.0,4.0,3.0,3.625
Lucifer's Hammer,Belgian Pale Ale,Sheepscot Valley Brewing Company,3.5,3.5,4.0,3.5,3.625
The Governor,American Blonde Ale,Harts Pub / Rocks Brewing Co.,4.0,3.0,3.5,4.0,3.625
Rock Art 80 Schilling Export Lager,Dortmunder / Export Lager,Rock Art Brewery,3.5,3.5,4.0,3.5,3.625
Sparky's Monday Night Mild,English Dark Mild Ale,Naylor's Brewery,3.5,3.5,4.0,3.5,3.625
Christmas Wit,Witbier,Brewsters Brewing Company & Restaurant - Oliver Square,3.5,4.0,3.5,3.5,3.625
Czech Pilsner,Czech Pilsener,Brewsters Brewing Company & Restaurant - Oliver Square,4.0,3.5,3.5,3.5,3.625
Bandwagon Lime Wheat Ale,American Pale Wheat Ale,Brewsters Brewing Company & Restaurant - Oliver Square,4.0,3.5,3.5,3.5,3.625
Van Der Bull Belge,Witbier,Brasseurs De Montréal,3.5,4.0,3.5,3.5,3.625
Ghosttown,Herbed / Spiced Beer,Brasseurs De Montréal,3.5,3.5,3.5,4.0,3.625
Pumpkin Spice Ale,Pumpkin Ale,Brewsters Brewing Company & Restaurant - Oliver Square,4.0,3.5,3.5,3.5,3.625
Double Chocolate Brown Ale,English Brown Ale,Brewsters Brewing Company & Restaurant - Oliver Square,3.5,3.5,3.5,4.0,3.625
Espresso Porter,American Porter,Brewsters Brewing Company & Restaurant - Oliver Square,4.0,3.5,3.5,3.5,3.625
Monteith's Pilsener,German Pilsener,Monteith's Brewing Co.,4.0,3.0,4.0,3.5,3.625
Žamberecký Kanec 14°,Munich Dunkel Lager,Minipivovar Žamberk,3.5,4.0,3.5,3.5,3.625
Bellefois La 732 (Charles Martel),Belgian Pale Ale,Brasserie De Bellefois,3.5,3.5,3.5,4.0,3.625
Samuel Adams Belgian IPA,Belgian IPA,Boston Beer Company (Samuel Adams),3.5,3.5,4.0,3.5,3.625
Red Truck Ale,American Pale Ale (APA),Big Ridge Brewing Co.,4.0,3.5,3.5,3.5,3.625
Nils Oscar Sorachi Blond,Belgian Pale Ale,the Nils Oscar Company,3.5,3.0,4.0,4.0,3.625
Raspberry Light,Fruit / Vegetable Beer,North End Tavern & Brewery,3.5,3.5,3.5,4.0,3.625
Winter Porter,American Porter,"City Brewing Company, LLC",3.5,4.0,3.5,3.5,3.625
Nils Oscar Kalasjulöl,Märzen / Oktoberfest,the Nils Oscar Company,3.5,4.0,3.0,4.0,3.625
Boiler Room Nut Brown Ale,English Brown Ale,Titanic Brewing Company,4.0,3.5,3.5,3.5,3.625
Nils Oscar India Pale Ale,English India Pale Ale (IPA),the Nils Oscar Company,3.5,3.5,4.0,3.5,3.625
Samuel Adams Sample B - IPA,American IPA,Boston Beer Company (Samuel Adams),3.5,4.0,3.5,3.5,3.625
Half & Half,Black & Tan,Oirase Brewery,4.0,3.5,3.5,3.5,3.625
Capadanno Winter Ale,Winter Warmer,Mary's Pizza Shack,3.5,4.0,3.0,4.0,3.625
Cher Ami,Belgian Pale Ale,Bear Republic Brewing Co.,3.5,3.5,4.0,3.5,3.625
Bert Grant's Perfect Porter,English Porter,Yakima Brewing Co. / Bert Grant's Ales,3.5,4.0,3.0,4.0,3.625
Squatters IPA,American IPA,Squatters Pub Brewery,3.5,3.5,4.0,3.5,3.625
Atwater Maibock,Maibock / Helles Bock,Atwater Block Brewery,4.0,3.5,3.5,3.5,3.625
Heritage,Scotch Ale / Wee Heavy,Bear Republic Brewing Co.,4.0,2.5,4.0,4.0,3.625
Atwater Pale Ale,American Pale Ale (APA),Atwater Block Brewery,3.5,3.5,3.5,4.0,3.625
Mach 10,American Double / Imperial IPA,Bear Republic Brewing Co.,3.5,3.5,3.5,4.0,3.625
Atwater Dunkel,Munich Dunkel Lager,Atwater Block Brewery,3.5,4.0,3.5,3.5,3.625
Double Rocket,American Double / Imperial IPA,Bear Republic Brewing Co.,4.0,3.5,3.5,3.5,3.625
XP Pale Ale,American Pale Ale (APA),Bear Republic Brewing Co.,3.5,4.0,3.5,3.5,3.625
Cuvee Series Two (Oak Aged Series),American Strong Ale,Southern Tier Brewing Company,3.5,3.0,4.0,4.0,3.625
Parkersburg Celebration Ale,American Blonde Ale,North End Tavern & Brewery,4.0,3.0,4.0,3.5,3.625
Samuel Adams Coastal Wheat,American Pale Wheat Ale,Boston Beer Company (Samuel Adams),4.0,3.5,3.5,3.5,3.625
Brewer Patriot Collection - George Washington Porter,American Porter,Boston Beer Company (Samuel Adams),3.5,3.5,3.5,4.0,3.625
Samuel Adams Revolutionary Rye Ale,Rye Beer,Boston Beer Company (Samuel Adams),4.0,3.5,3.5,3.5,3.625
Almond Stout,American Stout,Southend Brewery & Smokehouse,4.0,3.5,3.5,3.5,3.625
Samuel Adams Mighty Oak Ale,American Amber / Red Ale,Boston Beer Company (Samuel Adams),3.5,4.5,3.0,3.5,3.625
Holiday Kölsch,Kölsch,Boston Beer Company (Samuel Adams),4.5,2.5,3.5,4.0,3.625
Samuel Adams Stony Brook Red (Barrel Room Collection),American Wild Ale,Boston Beer Company (Samuel Adams),3.5,4.0,4.0,3.0,3.625
Ironman Wheat,Hefeweizen,Southend Brewery & Smokehouse,3.5,3.5,3.5,4.0,3.625
Samuel Adams Boston IPA,American IPA,Boston Beer Company (Samuel Adams),4.0,3.0,4.0,3.5,3.625
Oirase Dark Lager,Euro Dark Lager,Oirase Brewery,3.5,3.5,3.5,4.0,3.625
I-90,American Pale Ale (APA),Southern Tier Brewing Company,4.0,4.0,3.0,3.5,3.625
Brune De Bourgogne,Belgian Dark Ale,Brasserie Larché,3.5,3.5,3.5,4.0,3.625
Blonde De Bourgogne Cuvée,Belgian Pale Ale,Brasserie Larché,3.5,3.5,3.5,4.0,3.625
Monk's Indiscretion,Tripel,Sound Brewery,3.5,3.5,3.5,4.0,3.625
Conjugal Visit,American Amber / Red Ale,Jailhouse Brewing Company,3.5,3.5,3.5,4.0,3.625
Reprieve French-Style Ale,Saison / Farmhouse Ale,Jailhouse Brewing Company,3.5,3.5,3.5,4.0,3.625
Admiral Svetloye,English Pale Ale,"Kompaniya ""Teddy Beer""/Mikropivovariya Laplandia",3.5,3.5,4.0,3.5,3.625
Mong Stout,American Stout,North End Tavern & Brewery,3.5,4.0,3.5,3.5,3.625
Imperial Cherry Saison,Saison / Farmhouse Ale,Southern Tier Brewing Company,3.5,4.0,3.5,3.5,3.625
Dad's Pale Ale,English Pale Ale,Morro Bay Brewing Company,4.0,3.0,3.5,4.0,3.625
Stallhagen Dunkles,Munich Dunkel Lager,Stallhagens Bryggeri Ab,4.0,3.5,3.5,3.5,3.625
Clemente Cream Ale,Cream Ale,Port Brewing Company / Pizza Port,4.5,3.0,4.0,3.0,3.625
Dr. Tongue,American Strong Ale,Bootlegger's Brewery,3.5,3.5,4.0,3.5,3.625
Peak XV Imperial Porter,American Porter,Black Diamond Brewing Co.,3.5,3.5,4.0,3.5,3.625
Black Rock Stout,American Stout,Rockyard Brewing,3.5,3.5,4.0,3.5,3.625
Gageleer,Belgian Strong Pale Ale,Gageleer CVBA,3.5,3.5,3.5,4.0,3.625
Vanilla Stout,American Stout,Milwaukee Ale House,3.5,3.0,4.0,4.0,3.625
What's Brewing? Amber Ale,English Bitter,Scottish Chief's Tavern Brewery,3.5,3.0,5.0,3.0,3.625
Rye Pale,Rye Beer,The Civil Life Brewing Company,3.5,3.5,4.0,3.5,3.625
Scooter Ale,American Amber / Red Ale,Milwaukee Ale House,3.5,3.0,4.0,4.0,3.625
Jack The Quaffer Porter,American Porter,Tampa Bay Brewing Co.,4.0,3.0,3.5,4.0,3.625
One Night Stand Pale Ale,American Pale Ale (APA),Tampa Bay Brewing Co.,3.5,3.0,4.0,4.0,3.625
Big Bend,American Blonde Ale,North Sound Brewing Company,4.0,3.5,3.5,3.5,3.625
Smokin Mullet,American IPA,Tampa Bay Brewing Co.,3.5,4.0,3.5,3.5,3.625
Sofiero Julöl,Vienna Lager,Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),3.5,3.5,4.0,3.5,3.625
Beached Whale Pale Ale,American Pale Ale (APA),Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
Amigo Lager,American Pale Lager,Port Brewing Company / Pizza Port,4.5,3.0,4.0,3.0,3.625
Faceplant,Tripel,Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
Carlsbad Chronic,American Amber / Red Ale,Port Brewing Company / Pizza Port,4.0,3.0,4.0,3.5,3.625
Old Boneyards Barleywine,American Barleywine,Port Brewing Company / Pizza Port,3.5,4.0,3.5,3.5,3.625
Wild Warthog Hefeweizen,Hefeweizen,Tampa Bay Brewing Co.,3.5,4.0,3.5,3.5,3.625
Belgian-Style Quadruple,Quadrupel (Quad),Port Brewing Company / Pizza Port,3.5,4.0,3.5,3.5,3.625
Wheat Wacker,American Dark Wheat Ale,Black Diamond Brewing Co.,3.5,3.5,3.5,4.0,3.625
Black Diamond Brandy Barrel Grand Cru,Dubbel,Black Diamond Brewing Co.,3.5,3.5,4.0,3.5,3.625
Unfiltered Bavarian-Style Wheat,Hefeweizen,Griesedieck Brothers Brewery Co.,3.5,3.5,4.0,3.5,3.625
150th Anniversary All Malt Lager,American Pale Lager,Stevens Point Brewery,4.0,3.5,4.0,3.0,3.625
Northmaen Rousse,Saison / Farmhouse Ale,Brasserie De La Chapelle,3.5,3.5,4.0,3.5,3.625
Butterscotch Ale,American Brown Ale,Harrison's Brewery and Restaurant,3.5,3.5,4.0,3.5,3.625
O.P.A. (Oatmeal Pale Ale),American Pale Ale (APA),Barley John's Brew Pub,4.0,3.5,3.0,4.0,3.625
Gun Park Light Mild,English Pale Mild Ale,Wentworth Brewery Limited,4.0,3.0,4.0,3.5,3.625
Barnsley Bitter (for Barnsley Beer Company),English Bitter,Wentworth Brewery Limited,4.0,3.0,4.0,3.5,3.625
Marbled White,English Bitter,Wentworth Brewery Limited,4.0,3.5,3.5,3.5,3.625
Ronnies's Owd Cock,English Pale Ale,Wentworth Brewery Limited,4.0,3.5,3.0,4.0,3.625
House Brown,American Brown Ale,Black Star Co-op Pub & Brewery,3.5,3.5,3.5,4.0,3.625
Hop Box,American Double / Imperial IPA,Joseph James Brewing Inc.,3.5,3.5,4.0,3.5,3.625
Nikolai Sinebrychoff,Dortmunder / Export Lager,Vena Brewery,3.5,3.5,4.0,3.5,3.625
Red Fox,Russian Imperial Stout,Joseph James Brewing Inc.,4.0,4.0,3.0,3.5,3.625
Organic Pinkus Jubilate,Munich Dunkel Lager,Brauerei Pinkus Mueller,4.0,3.5,3.5,3.5,3.625
Organic Pinkus Special,Dortmunder / Export Lager,Brauerei Pinkus Mueller,3.5,3.5,3.5,4.0,3.625
Smog City XPA,American Pale Ale (APA),Smog City Brewing,3.5,4.0,3.5,3.5,3.625
Bishop's Tipple (Cask),English Pale Ale,Wadworth and Company Ltd.,3.5,3.5,4.0,3.5,3.625
Toña Cerveza,American Adjunct Lager,Industrial Cervecera S.A. / Compañía Cervecera De Nicaragua,4.0,3.0,3.5,4.0,3.625
Bishop's Tipple,English Bitter,Wadworth and Company Ltd.,3.5,3.5,3.5,4.0,3.625
Victoria Frost,American Pale Lager,Industrial Cervecera S.A. / Compañía Cervecera De Nicaragua,3.5,4.0,3.5,3.5,3.625
Z Man (Bourbon Barrel Aged),American Double / Imperial Stout,Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
Shark Bite Red Ale,American Amber / Red Ale,Port Brewing Company / Pizza Port,3.5,4.0,3.5,3.5,3.625
Pedestal Pale Ale,American Pale Ale (APA),Port Brewing Company / Pizza Port,4.0,3.0,3.5,4.0,3.625
Spring Saison - Pilot,Saison / Farmhouse Ale,Bootlegger's Brewery,3.5,3.5,4.0,3.5,3.625
Mild English Brown,English Dark Mild Ale,Port Brewing Company / Pizza Port,4.0,3.5,3.5,3.5,3.625
D'Ham Ambrée,Belgian Pale Ale,Les Brasseurs du Hameau,3.5,3.5,3.5,4.0,3.625
Doc Mason's XPA,American Pale Ale (APA),Port Brewing Company / Pizza Port,4.0,3.5,3.0,4.0,3.625
Winter Ale - Chocolate Mint Porter,American Porter,Bootlegger's Brewery,3.5,4.0,3.5,3.5,3.625
Spring Ale 2011 - Pilot,Herbed / Spiced Beer,Bootlegger's Brewery,3.5,4.0,3.5,3.5,3.625
Blackberry Bon Voyage Bitter,Fruit / Vegetable Beer,Bootlegger's Brewery,3.5,4.0,3.5,3.5,3.625
Rocco Red Ale,American Amber / Red Ale,Bootlegger's Brewery,4.5,3.0,3.0,4.0,3.625
Old World Dunkelweizen,Dunkelweizen,Bootlegger's Brewery,4.0,3.5,3.5,3.5,3.625
Hopinator,American IPA,Bootlegger's Brewery,4.0,4.0,3.5,3.0,3.625
D'Ham Aux Prunes,American Brown Ale,Les Brasseurs du Hameau,3.5,3.5,3.5,4.0,3.625
Dean's Irish Red,Irish Red Ale,Bootlegger's Brewery,4.0,3.5,3.5,3.5,3.625
The Chronic 2011,American Amber / Red Ale,Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
Smokey Joe,Smoked Beer,Bootlegger's Brewery,3.5,4.0,4.0,3.0,3.625
Brouwer's Imagination Series Saison 2008,Saison / Farmhouse Ale,Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
Fodenator Doppel Bock,Doppelbock,Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
India Red Ale,American Amber / Red Ale,Bootlegger's Brewery,3.5,3.5,4.0,3.5,3.625
Trailhead Red Ale,American Amber / Red Ale,Trailhead Brewing Company,4.0,3.5,3.5,3.5,3.625
Schwarzer Steiger,Schwarzbier,Feldschloesschen AG,4.0,3.0,3.5,4.0,3.625
Ava's Pale Ale,American Pale Ale (APA),Port Brewing Company / Pizza Port,4.0,3.5,3.5,3.5,3.625
La Délirante,English Brown Ale,Les Brasseurs du Hameau,3.5,3.5,4.5,3.0,3.625
Texas Cowboy Lager,American Amber / Red Lager,Pabst Brewing Company,4.0,3.5,4.0,3.0,3.625
Wild Hop Organic Amber Lager,Vienna Lager,Green Valley Brewing Company (Crooked Creek),3.5,3.5,4.0,3.5,3.625
Colt 45 High Gravity Lager,American Malt Liquor,Pabst Brewing Company,4.5,3.0,3.5,3.5,3.625
Nightstalker IPA,American IPA,Port Brewing Company / Pizza Port,4.0,3.5,3.0,4.0,3.625
Banzai Lager,American Pale Lager,Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
Hop 15,American Double / Imperial IPA,Port Brewing Company / Pizza Port,3.5,4.0,4.0,3.0,3.625
Le Woody,American Wild Ale,Port Brewing Company / Pizza Port,3.0,4.0,4.5,3.0,3.625
Old Viscosity,American Double / Imperial Stout,Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
Older Viscosity,American Double / Imperial Stout,Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
Old Man's Barleywine,American Barleywine,Port Brewing Company / Pizza Port,4.0,3.5,3.0,4.0,3.625
Flying Hawaiin Hefeweizen,Hefeweizen,Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
Funny Bone,American Pale Ale (APA),Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
Beech Street IPA,English India Pale Ale (IPA),Port Brewing Company / Pizza Port,3.5,3.5,4.0,3.5,3.625
